model,p,q,mu_pct,omega,alpha_sum,beta_sum,persistence,loglikelihood,aic,bic,alpha_1,beta_1,beta_2
"GARCH(1,2)",1,2,-0.0037384824219590823,0.06215439675117726,0.0744332948233818,0.8672625870566976,0.9416958818800794,-1513.0123007025504,3036.024601405101,3060.8923165027018,0.0744332948233818,0.7098908339864534,0.15737175307024417
