model,n,mean_error,mae,rmse,median_abs_error,mape,smape,mape_price_floor_0_01,bias_ratio,correlation_market_model
garch_1_2,77143,-0.03790034204588736,0.039607405551030844,0.08579703952599778,0.008372531745750117,0.4919066094333306,0.8919446905852652,0.3511842206131398,-0.46207810852914055,0.8309987918807413
