maturity_bucket,n,mae,rmse,mape,smape,mean_error
1-7d,4354.0,0.02889602144768645,0.08167200379182617,0.6749443644665366,1.3052714239933623,-0.02864128946091926
8-30d,14821.0,0.029236790986181704,0.07695106468870241,0.5623797683559997,1.0513531765609818,-0.02865977678767298
31-90d,26015.0,0.03346080771887542,0.07838029174890088,0.4691451956304563,0.8449452601070148,-0.03209188852906958
90d+,31953.0,0.05088158911611439,0.0954694318589444,0.45280884416166034,0.7999493354069324,-0.0481771627164648
