moneyness_bucket,n,mae,rmse,mape,smape,mean_error
S/K<=0.90,6851.0,0.011234829596006687,0.019906175140308364,0.4344533308309862,0.7555357773362829,-0.010844944545710918
0.90-0.97,12974.0,0.012474397122920386,0.02102114253579649,0.22172633877785006,0.2999867702433064,-0.010320198466459467
0.97-1.03,12521.0,0.012627532829590787,0.019130846830074214,0.1413715394840417,0.15196734683287783,-0.008197287891169061
1.03-1.10,12871.0,0.01062172724283797,0.015918526627945507,0.22004663055479234,0.29984191303532776,-0.007623316816003927
S/K>1.10,31926.0,0.07898890718180442,0.13143990981600945,0.8611069678299221,1.6906921282271319,-0.07876950335260488
