call_put,n,mae,rmse,mape,smape,mean_error
C,26020.0,0.009310322933296068,0.013681054788102302,0.2518262888456664,0.37477230694984526,-0.005367770469504922
P,51123.0,0.055027668245189225,0.10494023297779877,0.6140999459294484,1.1551691770628512,-0.054458398349654186
