trade_date,n,mae,rmse,mape,smape,mean_error
2022-01-05,138.0,0.009806276482147136,0.01220968030939619,0.2153984024651109,0.2952106853762143,-0.009182673095615638
2022-01-07,136.0,0.008580979109541639,0.01142662460280223,0.20681485054273666,0.28948964463860527,-0.007740644356215788
2022-01-10,136.0,0.009740563180855396,0.012720613229182193,0.23654476211358436,0.34208863702703657,-0.008957576887803794
2022-01-13,131.0,0.01091543331360019,0.014910977341677272,0.27155518226812003,0.40207488729435237,-0.010012037209374195
2022-01-14,130.0,0.010093538553864717,0.013828973272166764,0.27748392648690856,0.41886385223751293,-0.009576680497747164
2022-01-19,142.0,0.00805167274212049,0.011143688276903096,0.27363707492981093,0.42954985052584577,-0.00768443442975699
2022-01-20,140.0,0.008211088066897704,0.011349794147859025,0.27640236509125354,0.4302657822175475,-0.007401540858536374
2022-01-24,146.0,0.009429642827691976,0.012538026800670277,0.32882147512529436,0.5343855956716621,-0.009423460449816599
2022-01-25,140.0,0.011772646063156873,0.01583725222529275,0.36457424272589106,0.5937575034754023,-0.011731711705865882
2022-01-27,127.0,0.015351173191868388,0.019077198719235137,0.259858328116363,0.36409244743071373,-0.015306061248100557
2022-01-28,129.0,0.018534810621768868,0.020776438389905377,0.28425108043403396,0.4079205848486463,-0.018494761876478572
2022-02-08,130.0,0.008571775223382821,0.011865474373848096,0.18873771061927064,0.2729262012560212,-0.007787849305861306
2022-02-09,136.0,0.006688484730550568,0.009692478202254133,0.17416068962240133,0.2528926946645676,-0.005767621724759515
2022-02-11,128.0,0.006222820209658986,0.008841569465003708,0.19589014756030215,0.29411107810892567,-0.0053731642087669115
2022-02-14,134.0,0.006711973101809008,0.00927510351381689,0.21232094153181694,0.32879635414591757,-0.006478081431743639
2022-02-17,129.0,0.005935304113183473,0.008051230838583397,0.23915638634681355,0.38452546851123903,-0.0054763277956907325
2022-02-18,128.0,0.005641720563733242,0.00812798571627761,0.23901589656498576,0.3892267073679939,-0.005047098956047857
2022-02-23,112.0,0.00459471159762468,0.006030165375881627,0.17506732950664294,0.2674728420587629,-0.0038121382303247845
2022-02-24,130.0,0.0057397660875873795,0.0075785177463096095,0.17473984690341562,0.2620665357984206,-0.005376200326008984
2022-02-28,132.0,0.00662628627442904,0.00859876066961219,0.2056824978527394,0.30952080518170205,-0.006501089088090536
2022-03-01,124.0,0.005454719428610744,0.007197642204554285,0.19071625971152156,0.28409744915565605,-0.004158753635925
2022-03-03,131.0,0.005920372528870545,0.008437817394917271,0.20637787953256934,0.3140444253937653,-0.0055929265380709
2022-03-04,126.0,0.006550099251245886,0.009273431711009016,0.21595939525416782,0.3300097179299875,-0.005989158370453823
2022-03-10,143.0,0.012896642513061952,0.01679135614950322,0.307160154994216,0.48000040182235737,-0.012886427745628636
2022-03-11,151.0,0.015555126898858868,0.019479545285253565,0.3261166708587734,0.5102525053120089,-0.015555126898858868
2022-03-15,160.0,0.03291337276810364,0.0425465808270862,0.39819994670173736,0.6364175289203058,-0.03291337276810364
2022-03-16,179.0,0.009039139987800326,0.013456328929004047,0.21718507485349953,0.3273265854182645,-0.007146322920708336
2022-03-18,166.0,0.0077324610575341245,0.011275466385153268,0.23202259667746797,0.34158347121557886,-0.004681848634639298
2022-03-21,173.0,0.009709421229279924,0.013590244344319937,0.2586769812304776,0.4048797399933956,-0.006774156989363906
2022-03-24,134.0,0.010275679611147117,0.013013918048284744,0.18037051265939222,0.20086491273054516,-0.001849411355664611
2022-03-25,138.0,0.010738087008339186,0.0136144894999638,0.19143777791994507,0.2375703334612557,-0.006778162316718394
2022-03-30,144.0,0.008724970557594674,0.012413387620487366,0.1752545242709112,0.23537658888673738,-0.006935194077222383
2022-03-31,142.0,0.009795580421374283,0.013504012393101469,0.19542640961853694,0.2700968451302759,-0.008550815469563126
2022-04-01,140.0,0.009030254241526571,0.012243373970436917,0.19706512363896184,0.2680665247455806,-0.007517511467866059
2022-04-07,138.0,0.009949160940907717,0.013768377269348231,0.22903812930165066,0.33629862662266463,-0.009710443049684896
2022-04-08,140.0,0.010242624824049388,0.01404974701870823,0.23080771761736238,0.3401494122751538,-0.00980594975129139
2022-04-14,133.0,0.010329605149434555,0.01452369834369641,0.25254889211418896,0.37641311699060453,-0.00968390866780131
2022-04-15,132.0,0.011595479603879771,0.015635201874752664,0.27541598031969694,0.4137865238763963,-0.011252926333386258
2022-04-19,139.0,0.012444142830615054,0.01688344774806138,0.2980770216378164,0.4571847081313213,-0.012444142830615054
2022-04-20,127.0,0.01658191731816963,0.021727708660200146,0.37529515658395085,0.5822875430137754,-0.016581267556490215
2022-04-22,137.0,0.01712090810311742,0.022868762587278477,0.37377045127876696,0.5920186348726992,-0.01712090810311742
2022-04-25,132.0,0.02147748082089079,0.02918002615970788,0.4246488519818156,0.6875577324915259,-0.02147748082089079
2022-04-28,140.0,0.015718172150662495,0.023472292272755997,0.2422218798682111,0.34717691610069207,-0.015182465377351599
2022-04-29,140.0,0.014694404657034177,0.02197004547778705,0.23646874225378117,0.3365627549483679,-0.014106439022927955
2022-05-05,137.0,0.014834895256430038,0.022417716724050546,0.2611667657250235,0.38553128053898866,-0.014548634714805537
2022-05-09,144.0,0.016504472613341408,0.025300570071045865,0.2718226094022149,0.41223630900864333,-0.016504472613341408
2022-05-10,142.0,0.016426599634479913,0.02530263763824938,0.28934548743157545,0.43780929406246216,-0.016424776867309566
2022-05-12,135.0,0.017616036103824007,0.02625536027856075,0.3277211546261292,0.5055236205108051,-0.017614232224696835
2022-05-13,142.0,0.016439219096283476,0.02563958725505137,0.30464723445226516,0.47029982667266673,-0.016439219096283476
2022-05-19,141.0,0.01519685786207048,0.024605557926100058,0.3259357508680384,0.524179679186364,-0.01519685786207048
2022-05-20,139.0,0.012649901590731299,0.02156042487755458,0.2954821876144472,0.47488505071365095,-0.012456534719656904
2022-05-24,139.0,0.012188309985293007,0.020623303908832148,0.33038366560293003,0.5505020980590177,-0.012187329815190403
2022-05-25,110.0,0.01458741958567357,0.023026971865371754,0.29942429637776474,0.4721567375606477,-0.014507416689981916
2022-05-27,128.0,0.012786557455404121,0.01981248560079548,0.2794543006799256,0.4356507816675962,-0.012704095936104224
2022-05-30,130.0,0.01321906181968258,0.02022985913698299,0.29292935663169695,0.45904714935167396,-0.012944219156452394
2022-06-01,133.0,0.014383239571115482,0.022189002040441653,0.30608545330391934,0.4808657972507969,-0.013823054104348486
2022-06-02,135.0,0.014743147947198101,0.02261638692911406,0.31193367181791554,0.4913151784970977,-0.014292660240520942
2022-06-08,136.0,0.015765187119274583,0.022423511745164774,0.35585526879843693,0.5690506101213749,-0.015346742945726348
2022-06-09,130.0,0.015277160669880704,0.022335322322879315,0.3686570465211012,0.5934259408591374,-0.01503568649937354
2022-06-13,137.0,0.015453068855486484,0.022918622396913765,0.35802248125679675,0.5748718723563825,-0.014895215232860377
2022-06-14,134.0,0.015598388883117134,0.022787227118143124,0.37007938212475544,0.597493525044275,-0.015438706436316651
2022-06-16,133.0,0.014443204170649824,0.020970810998921938,0.3732464289011705,0.6071294760673296,-0.014283991796016176
2022-06-17,135.0,0.014892906509963933,0.02189483368353703,0.37906475192802797,0.6218259312820761,-0.014635600349770793
2022-06-23,101.0,0.01888193050889812,0.02492315114742015,0.28998021736678414,0.40302255701998563,-0.018365015704060964
2022-06-24,101.0,0.016914302235218708,0.0235119808614048,0.2896146881629956,0.4083435943280084,-0.01650725549170624
2022-06-28,107.0,0.017791733381600547,0.02446779672331514,0.3321855339210845,0.4946948495523519,-0.01724110159477531
2022-06-29,103.0,0.01927206027355944,0.026358727939382542,0.3495352844501268,0.5217867112320009,-0.018694923433976544
2022-07-01,115.0,0.018338566686060032,0.02536944264049348,0.3492968437386505,0.5358064599296184,-0.017826409447054384
2022-07-04,111.0,0.019229926067327135,0.026209735756056875,0.3784292293023241,0.5898993901179918,-0.018861974866509937
2022-07-07,116.0,0.01846437778649134,0.02481268397214951,0.35496934955097964,0.5465506823346044,-0.017989789997640518
2022-07-08,115.0,0.017637493097379817,0.023739211793932083,0.3572328250993327,0.5526052709927985,-0.017249337411865007
2022-07-13,111.0,0.01719147333268051,0.024132568534511928,0.36042482288236516,0.5573385097896832,-0.01672609948696702
2022-07-14,112.0,0.016746217675148178,0.0248135039698461,0.35351693306078047,0.5481291488024647,-0.016470244097706387
2022-07-18,116.0,0.015505805884092737,0.02348075315819081,0.34682514009954857,0.542017834252605,-0.014929306438656639
2022-07-19,113.0,0.016084630268367726,0.024331009583876392,0.3593231815621209,0.5647890218225361,-0.01567244327026689
2022-07-21,116.0,0.01447647089809129,0.022376623302334402,0.34529218908178955,0.5449903420580262,-0.014095371915763712
2022-07-22,108.0,0.0144711417653951,0.02192658322116902,0.3636217929251305,0.577753070986744,-0.01431121755047178
2022-07-28,107.0,0.01817219990028459,0.02624821359083143,0.29464521485661427,0.4318322376950376,-0.017556617628958188
2022-07-29,105.0,0.020632861343712134,0.028556817941581346,0.31065201219821403,0.4533365033202306,-0.020305144810463836
2022-08-02,113.0,0.0245913959537782,0.032101001022165815,0.34263588375812515,0.5137666498296186,-0.024471824822927896
2022-08-03,115.0,0.022143413393388822,0.029493008865526058,0.33442055712456764,0.5006684003910166,-0.022113156013287186
2022-08-05,113.0,0.014876017924969868,0.023089537262451127,0.2676676949560015,0.39850266734726464,-0.013973998782763635
2022-08-08,110.0,0.01562508011129581,0.023748620910647916,0.2905469189001476,0.43509926413365413,-0.014827767098143152
2022-08-11,110.0,0.0145225094901679,0.02241708520239456,0.27623476401624,0.4144691427426786,-0.0139664706831194
2022-08-12,108.0,0.013441917073156659,0.021005060376629192,0.27184005527531374,0.41407513178748273,-0.012676321921944208
2022-08-17,108.0,0.012082953963779607,0.01877214877334515,0.29572141417073633,0.46435568601947885,-0.011635908287510018
2022-08-18,110.0,0.01344116311732559,0.020214048334959298,0.3072140368628666,0.48300683604751876,-0.012932764800425798
2022-08-22,107.0,0.012005745574315855,0.018436499471909333,0.32759238582156236,0.5331649779380916,-0.01156539317456811
2022-08-23,108.0,0.010968246575055426,0.017463951092461696,0.3180002163729751,0.5258161970851017,-0.010362919869170381
2022-08-25,101.0,0.01110672309261418,0.01727992938554032,0.190200520164204,0.2705654172083304,-0.009722517095935843
2022-08-26,102.0,0.010420387741032183,0.016185583892660043,0.18095282992732367,0.2589949306166572,-0.009064931109585823
2022-09-01,101.0,0.012775230329981404,0.018874673923652233,0.2262280736564623,0.32441088748490904,-0.01224210690070439
2022-09-02,102.0,0.013377110878525932,0.01899072965984003,0.24097341429447053,0.3461114039154116,-0.012817233060985317
2022-09-06,101.0,0.013532657121975,0.019497992330600105,0.254732542674556,0.3716377409534969,-0.013152199252058848
2022-09-07,102.0,0.014054823036055328,0.02014891510602776,0.2619092120048663,0.3838317938768952,-0.01335987879460162
2022-09-08,99.0,0.013676393711266244,0.019202644894574933,0.26601921373636367,0.3913003448637695,-0.013349978513940016
2022-09-09,102.0,0.011125797042345177,0.016682679075328565,0.21656926992715192,0.31978709128757504,-0.009840403069967044
2022-09-15,99.0,0.012594805289977763,0.017769969126282203,0.27373145828108275,0.4138064609048765,-0.012080742539433281
2022-09-16,97.0,0.01358408638904776,0.017980984024317748,0.2840942883622027,0.4269956726228715,-0.013222885617232826
2022-09-21,102.0,0.014193898081019798,0.01913651960858055,0.3281105605862289,0.5109970166166249,-0.014136418046878632
2022-09-22,99.0,0.015105305158682598,0.020079241312739044,0.3470402239129568,0.5444736483162017,-0.015041170554055254
2022-09-26,105.0,0.015832727547653257,0.02110964603393002,0.3847877996768797,0.6219501131549352,-0.01581685941209152
2022-09-27,109.0,0.013529680800556512,0.019234742603113867,0.34930967382285766,0.5681534095889486,-0.013471236654061669
2022-09-29,102.0,0.01724129896525835,0.022195473412388093,0.26434700935089905,0.3658368842694529,-0.017124392865644655
2022-09-30,100.0,0.016441045777426107,0.021185236502913152,0.2628350841928599,0.36603641468062725,-0.01622571652436908
2022-10-11,103.0,0.016361142836746435,0.020990219093305316,0.3048203219846031,0.4485357094761305,-0.01614576498027468
2022-10-12,105.0,0.01675272937820947,0.021531276432629354,0.31253354644704123,0.463033195814207,-0.016637802259604147
2022-10-14,111.0,0.012615376210251345,0.017528659607040607,0.24731720749104913,0.36156469489245235,-0.011490829034798205
2022-10-17,115.0,0.012682500339234076,0.01871292278287959,0.2626214479228809,0.39460210398218315,-0.011817416413265459
2022-10-20,115.0,0.013763813713346555,0.01998475593607806,0.2903101297334916,0.4461046371691275,-0.013118880465816805
2022-10-21,115.0,0.014589682805276451,0.020795995485124445,0.31841202598097507,0.4956554989042538,-0.014178764868193373
2022-10-26,101.0,0.01874245544104456,0.02562225839715647,0.29730178947096864,0.4383639355720484,-0.018168891194463466
2022-10-27,116.0,0.019827683579743356,0.02551625159877982,0.29466439618474105,0.42799191668653375,-0.019511697316527236
2022-10-31,135.0,0.02428667332745107,0.03161334124387612,0.3468602538414632,0.5302458503709299,-0.02414442357528129
2022-11-01,129.0,0.016654413756409428,0.02311033057388925,0.22817046463863427,0.30598732897883935,-0.013934567167586044
2022-11-03,130.0,0.01661125763401551,0.023082763429919603,0.24146947509932898,0.3339231529349702,-0.014343302032810838
2022-11-04,128.0,0.014980542859739831,0.020986455563243894,0.22414180970798603,0.2862188117981688,-0.01117942720514925
2022-11-10,131.0,0.01606359411071634,0.02263010133805064,0.2783596792365134,0.41126350141961904,-0.014713713903462792
2022-11-11,127.0,0.014095294579336344,0.01974998885350636,0.2564938356645966,0.36085435972223284,-0.011333608874464947
2022-11-15,121.0,0.016938687788273156,0.02417535638112095,0.3227684446873862,0.484249744579698,-0.015097592151800813
2022-11-16,128.0,0.01601861018579673,0.023261241726086377,0.3140805355708941,0.47562468972981664,-0.014436554928620534
2022-11-18,128.0,0.01597235079246917,0.022745048381334378,0.3289836008331375,0.5095121871092475,-0.014595275152306035
2022-11-21,125.0,0.01805733921551876,0.026255402506080654,0.364629700578543,0.5756444119533648,-0.016638518660436967
2022-11-24,122.0,0.021050435467493946,0.0269017971284812,0.3211337228481074,0.47335135372734827,-0.020012552971065953
2022-11-25,120.0,0.020333527956318112,0.02634163458295522,0.32995178660688906,0.48934222208474304,-0.019070775647926228
2022-11-30,115.0,0.019972266407890946,0.0265228865299631,0.3196780295979739,0.4602685096306585,-0.01657610492080584
2022-12-01,203.0,0.011910598640567005,0.01624862653125481,0.19437549992524142,0.27090786175953424,-0.01186215815693341
2022-12-05,205.0,0.009842315455764588,0.013635268440337033,0.1986244912502897,0.28230794777210505,-0.009368721309303787
2022-12-06,213.0,0.010717341101512954,0.014606044305497437,0.2138885620058095,0.30527059039967364,-0.010616821403551318
2022-12-08,217.0,0.01132066573630603,0.014971735115649629,0.2330414706911445,0.3344680225994192,-0.01131380801582642
2022-12-09,220.0,0.00998097100111965,0.013562031528421632,0.23241839964050134,0.3426662504762528,-0.00996556469948407
2022-12-15,215.0,0.010444620165064438,0.013536159979683321,0.25463842746762283,0.38100094477896235,-0.010374799374092717
2022-12-16,216.0,0.009840819652990669,0.013017069588616297,0.26430319389712614,0.4021883914231091,-0.009839589042507833
2022-12-20,211.0,0.01105317625862318,0.014831578359353633,0.27959440351057163,0.4256699733257878,-0.010955510495905105
