model,p,q,mu_pct,omega,alpha_sum,beta_sum,persistence,loglikelihood,aic,bic,alpha_1,alpha_2,beta_1
"GARCH(2,1)",2,1,-0.003835878931070575,0.05407722743145126,0.0644759447748932,0.8848163040622543,0.9492922488371475,-1513.2122396706868,3036.4244793413736,3061.2921944389745,0.0644759447748932,0.0,0.8848163040622543
