call_put,n,mae,rmse,mape,smape,mean_error
C,26020.0,0.00931591595430983,0.01369129886277061,0.251950055852592,0.37492181325698487,-0.005365602867670386
P,51123.0,0.055028959521288084,0.10494072739832687,0.6141592166660944,1.1552553032139004,-0.05445714356876644
