model,p,q,mu_pct,omega,alpha_sum,beta_sum,persistence,loglikelihood,aic,bic,alpha_1,beta_1
"GARCH(1,1)",1,1,-0.003830051931833429,0.054077175645799384,0.06447242546581469,0.8848180618193464,0.9492904872851611,-1513.2122396828331,3034.4244793656662,3054.3186514437466,0.06447242546581469,0.8848180618193464
