model,n,mean_error,mae,rmse,median_abs_error,mape,smape,mape_price_floor_0_01,bias_ratio,correlation_market_model
garch_1_1,77143,-0.037899334009274845,0.03961048650013246,0.08579808146807083,0.008375195862880172,0.4919929441504534,0.892061650819298,0.3512537368980623,-0.46204908258879973,0.8309923443893493
