call_put,n,mae,rmse,mape,smape,mean_error
C,25798.0,0.021010642446218655,0.03701501876235627,0.48275958270632957,0.6111679783917094,-0.006230743501211497
P,50935.0,0.06128980416781958,0.10805932811175419,0.7378087570668874,1.309827644489089,-0.05507840496043844
