model,n,mean_error,mae,rmse,median_abs_error,mape,smape,mape_price_floor_0_01,bias_ratio,correlation_market_model
historical_5d,76733,-0.038655588566903244,0.047747758188985696,0.09061817970478715,0.01606580190728657,0.6520600101111621,1.0749349377530018,0.4850334937499421,-0.4514110819012311,0.813728344875334
