call_put,n,mae,rmse,mape,smape,mean_error
C,25650.0,0.01688247469657093,0.0294560325600712,0.40472797463013443,0.5223964271756698,-0.004693433459965557
P,50822.0,0.05931438681584882,0.10688297870166806,0.7076375312237163,1.2639308713268753,-0.054403165196350516
