model,n,mean_error,mae,rmse,median_abs_error,mape,smape,mape_price_floor_0_01,bias_ratio,correlation_market_model
historical_10d,76472,-0.037729681842465765,0.04508200704469758,0.08878741702586156,0.0134,0.6060365514320883,1.0152076982376608,0.44635083431644845,-0.4475100677304808,0.8194121793398504
