model,p,q,mu_pct,omega,alpha_sum,beta_sum,persistence,loglikelihood,aic,bic,alpha_1,alpha_2,beta_1,beta_2
"GARCH(2,2)",2,2,-0.005108085848562577,0.10040790804955327,0.11599957856014984,0.7892723432452617,0.9052719218054116,-1512.813263407264,3037.626526814528,3067.467784931649,0.051183588548928516,0.06481599001122132,0.06450249628307632,0.7247698469621854
