model,n,mean_error,mae,rmse,median_abs_error,mape,smape,mape_price_floor_0_01,bias_ratio,correlation_market_model
garch_2_2,77143,-0.03800030635772493,0.03967575117869282,0.08581611169783582,0.008470508512470873,0.4930114967923448,0.8938277072939902,0.35214865264470024,-0.4637024683534461,0.831086891140939
