trade_date,close,log_return,sv_current_variance,model_vol,model_name
2022-01-04,3.247,,,,stochastic_volatility
2022-01-05,3.241,-0.0018495689612985301,,,stochastic_volatility
2022-01-06,3.193,-0.014921010426765354,,,stochastic_volatility
2022-01-07,3.207,0.004375006978372834,,,stochastic_volatility
2022-01-10,3.216,0.0028024306057021155,,,stochastic_volatility
2022-01-11,3.196,-0.0062383234126917025,,,stochastic_volatility
2022-01-12,3.22,0.007481331652288766,,,stochastic_volatility
2022-01-13,3.166,-0.01691239809749664,,,stochastic_volatility
2022-01-14,3.12,-0.01463595963742938,,,stochastic_volatility
2022-01-17,3.131,0.003519440522877645,,,stochastic_volatility
2022-01-18,3.169,0.01206363836451523,,,stochastic_volatility
2022-01-19,3.169,0.0,,,stochastic_volatility
2022-01-20,3.214,0.014100186606537201,,,stochastic_volatility
2022-01-21,3.206,-0.002492213127959607,,,stochastic_volatility
2022-01-24,3.195,-0.0034369663578631003,,,stochastic_volatility
2022-01-25,3.129,-0.02087362314275294,,,stochastic_volatility
2022-01-26,3.144,0.004782409880215098,,,stochastic_volatility
2022-01-27,3.107,-0.011838244156049777,,,stochastic_volatility
2022-01-28,3.036,-0.023116770877526872,,,stochastic_volatility
2022-02-07,3.095,0.019247046603176075,,,stochastic_volatility
2022-02-08,3.098,0.0009688358581173689,,,stochastic_volatility
2022-02-09,3.12,0.007076259826714094,,,stochastic_volatility
2022-02-10,3.128,0.0025608208616736505,,,stochastic_volatility
2022-02-11,3.123,-0.0015997443821231378,,,stochastic_volatility
2022-02-14,3.088,-0.011270446138411785,,,stochastic_volatility
2022-02-15,3.1,0.0038784793285708383,,,stochastic_volatility
2022-02-16,3.116,0.005148016517401237,,,stochastic_volatility
2022-02-17,3.119,0.0009623096171645182,,,stochastic_volatility
2022-02-18,3.144,0.007983436941293892,,,stochastic_volatility
2022-02-21,3.13,-0.004462870014898317,,,stochastic_volatility
2022-02-22,3.081,-0.015778784937530994,0.00011023943323316316,0.166674344680749,stochastic_volatility
2022-02-23,3.1,0.006147891876569838,0.00011231607757240008,0.16823689116315962,stochastic_volatility
2022-02-24,3.043,-0.018558240576266465,0.00011612798120390028,0.17106797264065204,stochastic_volatility
2022-02-25,3.056,0.0042630003894399285,0.00011608221475635952,0.17103426007266087,stochastic_volatility
2022-02-28,3.061,0.0016347886590012824,0.00011577253152625075,0.17080596577583346,stochastic_volatility
2022-03-01,3.105,0.014272055422166722,0.00012329995758936322,0.1762713513663509,stochastic_volatility
2022-03-02,3.088,-0.005490083222912286,0.00012135452129446413,0.17487521083962976,stochastic_volatility
2022-03-03,3.078,-0.0032435967458423775,0.00011295475704665573,0.1687145482042294,stochastic_volatility
2022-03-04,3.046,-0.010450780943717415,0.0001095854017586042,0.16617918414521193,stochastic_volatility
2022-03-07,2.955,-0.03033060361490848,0.00013769562051602503,0.18627747145062473,stochastic_volatility
2022-03-08,2.915,-0.013628831055605787,0.00013490653251427162,0.1843812522834045,stochastic_volatility
2022-03-09,2.887,-0.009651919121657627,0.000136158099448559,0.18523455687596974,stochastic_volatility
2022-03-10,2.913,0.008965577296499425,0.00013094379222918287,0.1816530639481594,stochastic_volatility
2022-03-11,2.922,0.0030848353512103162,0.00013228271462319252,0.18257941856913806,stochastic_volatility
2022-03-14,2.832,-0.03128513749703448,0.000158796204953015,0.20004160479300245,stochastic_volatility
2022-03-15,2.687,-0.052557846198119144,0.00022908608900769518,0.2402700448036317,stochastic_volatility
2022-03-16,2.81,0.0447591537123002,0.00030953797335636505,0.2792911908489131,stochastic_volatility
2022-03-17,2.857,0.016587639902981777,0.00032060377045036,0.2842395999038324,stochastic_volatility
2022-03-18,2.891,0.011830339785572994,0.000312338215242432,0.2805516534278365,stochastic_volatility
2022-03-21,2.874,-0.005897675377375807,0.0002972079524442613,0.27367207386935527,stochastic_volatility
2022-03-22,2.882,0.002779709920497213,0.00029774665986980674,0.27391998519128047,stochastic_volatility
2022-03-23,2.899,0.005881352362188082,0.00029701259145794234,0.2735821139025749,stochastic_volatility
2022-03-24,2.884,-0.005187630516815875,0.00029633679766425514,0.273270695485982,stochastic_volatility
2022-03-25,2.838,-0.01607864068485172,0.00030221891501120595,0.27596950299412415,stochastic_volatility
2022-03-28,2.836,-0.0007049700679699324,0.0003000519120283958,0.2749783297482835,stochastic_volatility
2022-03-29,2.823,-0.004594459398528729,0.00029852043727816835,0.2742756828340756,stochastic_volatility
2022-03-30,2.898,0.026220694627138337,0.0003253382681492748,0.28633065426813326,stochastic_volatility
2022-03-31,2.881,-0.005883387796099359,0.0003253046540417927,0.28631586197507775,stochastic_volatility
2022-04-01,2.923,0.014473030026717506,0.0003314656975209229,0.28901445599705317,stochastic_volatility
2022-04-06,2.911,-0.004113821365622727,0.0003314208110629505,0.2889948864389533,stochastic_volatility
2022-04-07,2.884,-0.009318445340783568,0.000326859183330195,0.2869991536559109,stochastic_volatility
2022-04-08,2.909,0.008631160090361824,0.0003284948301581306,0.28771634850986294,stochastic_volatility
2022-04-11,2.832,-0.026826203681591217,0.0003401467650810681,0.29277463141541,stochastic_volatility
2022-04-12,2.876,0.015417264027327033,0.00034941602302596256,0.29673698421757705,stochastic_volatility
2022-04-13,2.866,-0.0034831104528201253,0.0003489978782668089,0.2965593790849243,stochastic_volatility
2022-04-14,2.911,0.015579335357506089,0.0003505393913686563,0.29721360437386,stochastic_volatility
2022-04-15,2.914,0.001030043009526921,0.0003504548003646585,0.2971777409091972,stochastic_volatility
2022-04-18,2.871,-0.014866306634086252,0.0003560080582432163,0.29952300525550707,stochastic_volatility
2022-04-19,2.844,-0.009448889197932507,0.0003554797587363448,0.2993006835968787,stochastic_volatility
2022-04-20,2.816,-0.00989407364519843,0.000329876748018841,0.2883208984807517,stochastic_volatility
2022-04-21,2.78,-0.012866510593250299,0.00032926403501091757,0.28805301043861914,stochastic_volatility
2022-04-22,2.795,0.00538117890451675,0.0003284291361377433,0.28768757760235547,stochastic_volatility
2022-04-25,2.662,-0.04875438663414264,0.0003994958616855614,0.3172900205565272,stochastic_volatility
2022-04-26,2.664,0.0007510327052229727,0.0003986974829289155,0.3169728153928767,stochastic_volatility
2022-04-27,2.714,0.018594808734534687,0.0003846100853469881,0.31132256825909843,stochastic_volatility
2022-04-28,2.749,0.012813647770431352,0.0002965029705158043,0.2733473039376512,stochastic_volatility
2022-04-29,2.793,0.015879077779930993,0.00023667131183103182,0.2442154183941301,stochastic_volatility
2022-05-05,2.781,-0.004305711711211868,0.0002270294481650847,0.2391890903398425,stochastic_volatility
2022-05-06,2.703,-0.028448307957517315,0.0002457491719965252,0.2488549604551301,stochastic_volatility
2022-05-09,2.677,-0.009665502756095023,0.0002471724888195838,0.24957457238776373,stochastic_volatility
2022-05-10,2.701,0.008925310272263029,0.00025061276094194004,0.25130542325498845,stochastic_volatility
2022-05-11,2.722,0.00774482941879569,0.0002517622196087497,0.25188108174574153,stochastic_volatility
2022-05-12,2.702,-0.007374664691267182,0.000252387369327098,0.2521936102886604,stochastic_volatility
2022-05-13,2.729,0.009943002188194246,0.00025000298411700824,0.2509995059706016,stochastic_volatility
2022-05-16,2.702,-0.009943002188194376,0.0002524651050911634,0.25223244534154043,stochastic_volatility
2022-05-17,2.737,0.012870190520534956,0.00025904169046310786,0.25549658705490214,stochastic_volatility
2022-05-18,2.728,-0.003293690077326351,0.00023260765900326967,0.24210974798389254,stochastic_volatility
2022-05-19,2.726,-0.0007334067068749053,0.00023211782116635952,0.2418546897083507,stochastic_volatility
2022-05-20,2.793,0.024280953688698797,0.00024636090857771685,0.249164501808714,stochastic_volatility
2022-05-23,2.763,-0.010799241021760273,0.00024904827863503375,0.25051979206447644,stochastic_volatility
2022-05-24,2.72,-0.015685165633373428,0.0002537273231384839,0.25286218663710464,stochastic_volatility
2022-05-25,2.725,0.0018365478073013304,0.0002503072235918852,0.2511521856268726,stochastic_volatility
2022-05-26,2.725,0.0,0.00022869423280906103,0.24006446356735803,stochastic_volatility
2022-05-27,2.744,0.006948281748431538,0.00022133045416815024,0.2361678946223933,stochastic_volatility
2022-05-30,2.758,0.005089069507471228,0.00022264657004049133,0.2368690263631018,stochastic_volatility
2022-05-31,2.792,0.012252405529015865,0.00021914716659997608,0.23500018294289468,stochastic_volatility
2022-06-01,2.782,-0.0035880913988748098,0.00021908689918976842,0.23496786715596166,stochastic_volatility
2022-06-02,2.777,-0.001798885176588658,0.00021277383341587402,0.23155778117092127,stochastic_volatility
2022-06-06,2.81,0.0118132750209918,0.0002156148446006966,0.23309856464460596,stochastic_volatility
2022-06-07,2.829,0.006738808973775748,0.00021394702979402882,0.23219528743731055,stochastic_volatility
2022-06-08,2.863,0.01194673379654772,0.00021218961731886613,0.23123966693531253,stochastic_volatility
2022-06-09,2.853,-0.0034989538846149585,0.00021212318283503898,0.23120346466787609,stochastic_volatility
2022-06-10,2.886,0.011500388120316113,0.0001277005184096587,0.17938932699364807,stochastic_volatility
2022-06-13,2.835,-0.01782952317196382,0.00014169705122692543,0.18896469752095288,stochastic_volatility
2022-06-14,2.874,0.01366285047711789,0.00013688847488712902,0.18573070740067865,stochastic_volatility
2022-06-15,2.913,0.013478690320464259,0.00013740334215146775,0.18607966633184259,stochastic_volatility
2022-06-16,2.886,-0.00931201762561836,0.00013432509561929576,0.1839834886506464,stochastic_volatility
2022-06-17,2.929,0.014789607493917197,0.00013937133458024446,0.18740751402817765,stochastic_volatility
2022-06-20,2.923,-0.0020505817164874146,0.0001076617364461128,0.1647141693492713,stochastic_volatility
2022-06-21,2.929,0.0020505817164874905,0.00010232000786757655,0.16057596950549385,stochastic_volatility
2022-06-22,2.898,-0.010640223947105645,0.00010708343918496395,0.16427119855474032,stochastic_volatility
2022-06-23,2.939,0.01404854353828954,0.00011075480877523837,0.16706349634603027,stochastic_volatility
2022-06-24,2.978,0.013182546825036964,0.00011076128987523732,0.16706838434772692,stochastic_volatility
2022-06-27,3.016,0.01267951588389233,0.00011227555589311582,0.1682065399592572,stochastic_volatility
2022-06-28,3.043,0.008912420769124421,0.0001068624179171262,0.16410158230533856,stochastic_volatility
2022-06-29,3.018,-0.00824951056917701,0.00010875501412536815,0.1655483722650053,stochastic_volatility
2022-06-30,3.069,0.016757415291942124,0.00011309704159369774,0.16882077621433872,stochastic_volatility
2022-07-01,3.058,-0.003590668130728596,0.00011428734075726869,0.16970683507399373,stochastic_volatility
2022-07-04,3.063,0.0016337203437677673,9.944335728424489e-05,0.1583026406464204,stochastic_volatility
2022-07-05,3.063,0.0,9.299691106080669e-05,0.15308566747845237,stochastic_volatility
2022-07-06,3.011,-0.017122578351041456,9.496129327594e-05,0.1546940396574376,stochastic_volatility
2022-07-07,3.002,-0.0029935162883266255,9.625574894746834e-05,0.15574481928706976,stochastic_volatility
2022-07-08,3.006,0.001331558119512613,9.6018509025787e-05,0.15555277006372573,stochastic_volatility
2022-07-11,2.961,-0.015083242211328476,0.00010661139277784428,0.1639087275895239,stochastic_volatility
2022-07-12,2.944,-0.005757848252824378,0.00010862414587882567,0.16544873756382691,stochastic_volatility
2022-07-13,2.935,-0.003061747586569971,0.00010579882459687561,0.16328289499642223,stochastic_volatility
2022-07-14,2.915,-0.006837633477604075,0.00010732805439653587,0.1644587173363791,stochastic_volatility
2022-07-15,2.872,-0.01486116861647801,0.00011603832706024206,0.1710019251914463,stochastic_volatility
2022-07-18,2.911,0.01348801357750855,0.00011736673937303097,0.17197795882613504,stochastic_volatility
2022-07-19,2.899,-0.0041308148239677465,0.00011713579003420415,0.1718086700042214,stochastic_volatility
2022-07-20,2.908,0.0030997097317543797,0.0001129527216624843,0.16871302812452285,stochastic_volatility
2022-07-21,2.874,-0.011760772014439628,0.00011751781325742853,0.17208860781839103,stochastic_volatility
2022-07-22,2.887,0.004513113023964749,0.00011372119397985992,0.16928597367450351,stochastic_volatility
2022-07-25,2.878,-0.0031222922156219465,0.00010283523003265888,0.1609797439687057,stochastic_volatility
2022-07-26,2.891,0.004506854569032897,9.731911289783563e-05,0.1566027344916256,stochastic_volatility
2022-07-27,2.867,-0.008336276132976233,9.319954350699e-05,0.1532523571230194,stochastic_volatility
2022-07-28,2.866,-0.0003488574952526056,9.04492459170535e-05,0.15097420299871592,stochastic_volatility
2022-07-29,2.828,-0.013347581371653832,8.769030611311876e-05,0.14865381643437858,stochastic_volatility
2022-08-01,2.818,-0.003542334557837804,8.785510724380809e-05,0.14879343744076767,stochastic_volatility
2022-08-02,2.77,-0.017180093277241317,9.584553065477148e-05,0.1554125919126324,stochastic_volatility
2022-08-03,2.75,-0.007246408520767198,9.417450451286163e-05,0.1540518585971657,stochastic_volatility
2022-08-04,2.777,0.009770296646182699,9.012402107554729e-05,0.15070253253027274,stochastic_volatility
2022-08-05,2.815,0.013591053266991091,9.055421867172262e-05,0.15106178572118795,stochastic_volatility
2022-08-08,2.8,-0.0053428444104954695,8.328930477095956e-05,0.14487548033494768,stochastic_volatility
2022-08-09,2.801,0.00035707909681331973,7.900903386243345e-05,0.1411037793020911,stochastic_volatility
2022-08-10,2.768,-0.0118514585225485,8.080459405141495e-05,0.14269813488955127,stochastic_volatility
2022-08-11,2.826,0.020737246506912724,8.672310017155257e-05,0.14783173286960838,stochastic_volatility
2022-08-12,2.836,0.003532324407545294,8.800119164656064e-05,0.14891709201744868,stochastic_volatility
2022-08-15,2.82,-0.005657723719858837,8.768854508132249e-05,0.148652323764189,stochastic_volatility
2022-08-16,2.807,-0.00462058757027676,8.752221005631194e-05,0.14851126871113385,stochastic_volatility
2022-08-17,2.823,0.005683851891606766,8.250450277063697e-05,0.14419131283888262,stochastic_volatility
2022-08-18,2.797,-0.009252735051529536,8.417495243331594e-05,0.14564370227783835,stochastic_volatility
2022-08-19,2.792,-0.0017892293196967856,8.370556702872917e-05,0.14523705756878907,stochastic_volatility
2022-08-22,2.793,0.0003581020629138082,7.821250695172652e-05,0.1403907110596534,stochastic_volatility
2022-08-23,2.774,-0.006825965070399871,7.853125358492613e-05,0.14067649378414784,stochastic_volatility
2022-08-24,2.746,-0.010145014546860539,8.07308264915818e-05,0.14263298452980158,stochastic_volatility
2022-08-25,2.793,0.016970979617260563,9.204172560536122e-05,0.15229745517424453,stochastic_volatility
2022-08-26,2.794,0.00035797387173038865,8.566004318881163e-05,0.14692287392908068,stochastic_volatility
2022-08-29,2.772,-0.007905179507113374,7.966141653860651e-05,0.14168513319233195,stochastic_volatility
2022-08-30,2.768,-0.0014440435722336913,7.94388241607711e-05,0.14148704424262426,stochastic_volatility
2022-08-31,2.801,0.011851458522548488,8.479313323899461e-05,0.14617752760334482,stochastic_volatility
2022-09-01,2.775,-0.009325749079573684,8.32256151323643e-05,0.1448200780739874,stochastic_volatility
2022-09-02,2.752,-0.008322827127300631,8.368811326613402e-05,0.14522191481682706,stochastic_volatility
2022-09-05,2.741,-0.004005102750448356,8.38069974817976e-05,0.14532502663138583,stochastic_volatility
2022-09-06,2.764,0.008356088584774646,8.59288750919471e-05,0.14715324163323984,stochastic_volatility
2022-09-07,2.754,-0.0036245055989602487,8.44466273173608e-05,0.14587854566033664,stochastic_volatility
2022-09-08,2.748,-0.0021810259463601145,8.443323513810173e-05,0.1458669779449812,stochastic_volatility
2022-09-09,2.8,0.018746042821055194,9.232561543820476e-05,0.15253214444971133,stochastic_volatility
2022-09-13,2.808,0.0028530689824064807,9.227288857711151e-05,0.1524885829215817,stochastic_volatility
2022-09-14,2.788,-0.007147993265287284,8.382326768424199e-05,0.14533913257078762,stochastic_volatility
2022-09-15,2.784,-0.0014357504261042647,8.19583151160178e-05,0.1437132402015781,stochastic_volatility
2022-09-16,2.724,-0.02178735418490718,9.478195649080666e-05,0.1545478988394319,stochastic_volatility
2022-09-19,2.719,-0.0018372226369323418,8.757175861226026e-05,0.14855330077211204,stochastic_volatility
2022-09-20,2.714,-0.0018406042376562588,8.69694960510794e-05,0.1480415921451536,stochastic_volatility
2022-09-21,2.691,-0.00851068966790873,8.873641260355347e-05,0.1495378747210735,stochastic_volatility
2022-09-22,2.67,-0.007834399332610553,8.636096599599578e-05,0.1475227556378708,stochastic_volatility
2022-09-23,2.672,0.0007487832622413105,6.943596479456577e-05,0.13227948869053952,stochastic_volatility
2022-09-26,2.654,-0.006759319764383566,6.913369990740255e-05,0.13199125871308842,stochastic_volatility
2022-09-27,2.681,0.010121923343806561,7.36825855939442e-05,0.13626449122817705,stochastic_volatility
2022-09-28,2.651,-0.011252931946933812,7.649164407904236e-05,0.13883765450308744,stochastic_volatility
2022-09-29,2.651,0.0,7.459338030479367e-05,0.13710409124751896,stochastic_volatility
2022-09-30,2.65,-0.00037728730875762523,7.283818732057235e-05,0.13548144967036715,stochastic_volatility
2022-10-10,2.586,-0.024447359648465165,8.993502254786239e-05,0.15054443092343645,stochastic_volatility
2022-10-11,2.578,-0.00309837583267011,8.96388775848926e-05,0.15029636439845423,stochastic_volatility
2022-10-12,2.594,0.006187181377256456,9.155387587715403e-05,0.1518933070317544,stochastic_volatility
2022-10-13,2.564,-0.011632546835828511,9.24389761186042e-05,0.15262575792404195,stochastic_volatility
2022-10-14,2.625,0.02351235698516338,0.00010255263919568118,0.16075840593048832,stochastic_volatility
2022-10-17,2.623,-0.0007621951588503165,0.00010240706317148238,0.16064426513017374,stochastic_volatility
2022-10-18,2.608,-0.0057350568203301195,0.0001016959960510161,0.1600855740060798,stochastic_volatility
2022-10-19,2.557,-0.019748947755356978,0.0001121216691310927,0.16809122707933144,stochastic_volatility
2022-10-20,2.544,-0.005097050831173769,0.00010475468934405347,0.1624751726101606,stochastic_volatility
2022-10-21,2.527,-0.0067048170718185226,0.00010387785137446174,0.16179375311291952,stochastic_volatility
2022-10-24,2.439,-0.035444709172274026,0.00013812837312188672,0.18656996014019903,stochastic_volatility
2022-10-25,2.431,-0.003285423899796878,0.0001381466083969811,0.1865822749246006,stochastic_volatility
2022-10-26,2.439,0.0032854238997968503,0.000134682491827448,0.18422808673086982,stochastic_volatility
2022-10-27,2.419,-0.008233887605893029,0.00013521739652051356,0.18459356414341593,stochastic_volatility
