moneyness_bucket,n,mae,rmse,mape,smape,mean_error
S/K<=0.90,5641.0,0.012015553718997202,0.02059777573449183,0.45655996141862787,0.7650373459554438,-0.008831448162288818
0.90-0.97,11978.0,0.01556423793869137,0.025167565333253605,0.29368813939631894,0.3802975148784887,-0.00752879475094714
0.97-1.03,11558.0,0.016253719135188888,0.024025545086204,0.19624285596650456,0.2086256952404769,-0.004549927353600538
1.03-1.10,11695.0,0.01320594511018236,0.02051482467726623,0.2981200364786128,0.38018006278597527,-0.00349821709708044
S/K>1.10,31566.0,0.07991837601051796,0.1322204961895701,0.8733890327590903,1.7009931168841952,-0.07877479983961624
