model,n,mean_error,mae,rmse,median_abs_error,mape,smape,mape_price_floor_0_01,bias_ratio,correlation_market_model
historical_60d,72438,-0.03755077643848413,0.04306048830081745,0.08897187155870517,0.010645707095538297,0.5441527684365012,0.9583620427011668,0.3943668088178656,-0.447796086659443,0.8054422401718865
