maturity_bucket,n,mae,rmse,mape,smape,mean_error
1-7d,4027.0,0.031198493555772793,0.08492822694232527,0.7112555300364176,1.3325717109543116,-0.030685501909328724
8-30d,13972.0,0.03139394778034258,0.07932227172569371,0.6171810066218234,1.0980584185744469,-0.029359700629982485
31-90d,24426.0,0.03625235848757075,0.0810514671102791,0.5202810983961088,0.917229756906023,-0.03243734263035103
90d+,30013.0,0.05562399530807209,0.0993092389513398,0.5071626657316213,0.8765947123801489,-0.04644668507549985
