model,n,mean_error,mae,rmse,median_abs_error,mape,smape,mape_price_floor_0_01,bias_ratio,correlation_market_model
historical_30d,74863,-0.037437506168723635,0.04333030079610998,0.0880848777399082,0.011796345361279603,0.5603094513606216,0.9752227933940911,0.4100433709154179,-0.45448014326279834,0.8196214923807634
