call_put,n,mae,rmse,mape,smape,mean_error
C,24800.0,0.013875590010207557,0.02214287186209269,0.3329685771797875,0.46007052182855485,-0.0031115392544854886
P,50063.0,0.05792145249477728,0.10658167616805533,0.6729286247957871,1.2304167756729256,-0.05444176039785705
