trade_date,close,log_return,sample_mean_daily,sample_std_daily,sample_mean_annualized,model_vol,model_name
2022-01-04,3.247,,,,,,historical_30d
2022-01-05,3.241,-0.0018495689612985301,,,,,historical_30d
2022-01-06,3.193,-0.014921010426765354,,,,,historical_30d
2022-01-07,3.207,0.004375006978372834,,,,,historical_30d
2022-01-10,3.216,0.0028024306057021155,,,,,historical_30d
2022-01-11,3.196,-0.0062383234126917025,,,,,historical_30d
2022-01-12,3.22,0.007481331652288766,,,,,historical_30d
2022-01-13,3.166,-0.01691239809749664,,,,,historical_30d
2022-01-14,3.12,-0.01463595963742938,,,,,historical_30d
2022-01-17,3.131,0.003519440522877645,,,,,historical_30d
2022-01-18,3.169,0.01206363836451523,,,,,historical_30d
2022-01-19,3.169,0.0,,,,,historical_30d
2022-01-20,3.214,0.014100186606537201,,,,,historical_30d
2022-01-21,3.206,-0.002492213127959607,,,,,historical_30d
2022-01-24,3.195,-0.0034369663578631003,,,,,historical_30d
2022-01-25,3.129,-0.02087362314275294,,,,,historical_30d
2022-01-26,3.144,0.004782409880215098,,,,,historical_30d
2022-01-27,3.107,-0.011838244156049777,,,,,historical_30d
2022-01-28,3.036,-0.023116770877526872,,,,,historical_30d
2022-02-07,3.095,0.019247046603176075,,,,,historical_30d
2022-02-08,3.098,0.0009688358581173689,,,,,historical_30d
2022-02-09,3.12,0.007076259826714094,,,,,historical_30d
2022-02-10,3.128,0.0025608208616736505,,,,,historical_30d
2022-02-11,3.123,-0.0015997443821231378,,,,,historical_30d
2022-02-14,3.088,-0.011270446138411785,,,,,historical_30d
2022-02-15,3.1,0.0038784793285708383,,,,,historical_30d
2022-02-16,3.116,0.005148016517401237,,,,,historical_30d
2022-02-17,3.119,0.0009623096171645182,,,,,historical_30d
2022-02-18,3.144,0.007983436941293892,,,,,historical_30d
2022-02-21,3.13,-0.004462870014898317,,,,,historical_30d
2022-02-22,3.081,-0.015778784937530994,-0.001749242450205919,0.010499496808569597,-0.4408090974518916,0.166674344680749,historical_30d
2022-02-23,3.1,0.006147891876569838,-0.0014826604222769734,0.010597927984865725,-0.3736304264137973,0.16823689116315965,historical_30d
2022-02-24,3.043,-0.018558240576266465,-0.0016039014272603439,0.010776269354646824,-0.40418315966960666,0.17106797264065204,historical_30d
2022-02-25,3.056,0.0042630003894399285,-0.001607634980224774,0.010774145662481064,-0.405124015016643,0.1710342600726609,historical_30d
2022-02-28,3.061,0.0016347886590012824,-0.001646556378448135,0.010759764473549165,-0.41493220736893,0.17080596577583346,historical_30d
2022-03-01,3.105,0.014272055422166722,-0.0009628770839528542,0.01110405140430119,-0.24264502515611927,0.1762713513663509,historical_30d
2022-03-02,3.088,-0.005490083222912286,-0.0013952575797928893,0.01101610281789636,-0.3516049101078081,0.17487521083962976,historical_30d
2022-03-03,3.078,-0.0032435967458423775,-0.0009396308680710806,0.010628017550166905,-0.2367869787539123,0.1687145482042294,historical_30d
2022-03-04,3.046,-0.010450780943717415,-0.000800124911614015,0.01046830462675806,-0.2016314777267318,0.16617918414521193,historical_30d
2022-03-07,2.955,-0.03033060361490848,-0.0019284597162068859,0.011734377721721123,-0.4859718484841352,0.1862774714506247,historical_30d
2022-03-08,2.915,-0.013628831055605787,-0.0027848753635442533,0.011614927142013058,-0.7017885916131519,0.1843812522834045,historical_30d
2022-03-09,2.887,-0.009651919121657627,-0.0031066060009328406,0.011668680278787272,-0.7828647122350758,0.18523455687596974,historical_30d
2022-03-10,2.913,0.008965577296499425,-0.0032777596446007667,0.011443067430946252,-0.8259954304393933,0.1816530639481594,historical_30d
2022-03-11,2.922,0.0030848353512103162,-0.003091858028628436,0.01150142228696923,-0.7791482232143658,0.18257941856913806,historical_30d
2022-03-14,2.832,-0.03128513749703448,-0.0040201303999341485,0.012601436622584545,-1.0130728607834054,0.20004160479300245,historical_30d
2022-03-15,2.687,-0.052557846198119144,-0.005076271168446356,0.015135590144018012,-1.2792203344484818,0.2402700448036317,historical_30d
2022-03-16,2.81,0.0447591537123002,-0.0037437130407101857,0.01759369129422149,-0.9434156862589668,0.2792911908489131,historical_30d
2022-03-17,2.857,0.016587639902981777,-0.0027961835720758,0.01790541176433427,-0.7046382601631016,0.2842395999038324,historical_30d
2022-03-18,2.891,0.011830339785572994,-0.0016312798833058044,0.017673092973286595,-0.4110825305930627,0.2805516534278365,historical_30d
2022-03-21,2.874,-0.005897675377375807,-0.0024694372826575338,0.01723972019622886,-0.6222981952296985,0.27367207386935527,historical_30d
2022-03-22,2.882,0.002779709920497213,-0.002409074813911539,0.017255337141586273,-0.6070868531057079,0.27391998519128047,historical_30d
2022-03-23,2.899,0.005881352362188082,-0.0024489050627290727,0.017234053250989517,-0.6171240758077263,0.2735821139025749,historical_30d
2022-03-24,2.884,-0.005187630516815875,-0.00270718677534539,0.01721443573470403,-0.6822110673870383,0.273270695485982,historical_30d
2022-03-25,2.838,-0.01607864068485172,-0.0031898166521030094,0.01738444462763208,-0.8038337963299583,0.27596950299412415,historical_30d
2022-03-28,2.836,-0.0007049700679699324,-0.0028376341164216144,0.01732200658204458,-0.7150837973382468,0.2749783297482835,historical_30d
2022-03-29,2.823,-0.004594459398528729,-0.0031200654073249338,0.017277743986937887,-0.7862564826458833,0.2742756828340756,historical_30d
2022-03-30,2.898,0.026220694627138337,-0.0024176428036670303,0.018037135807807036,-0.6092459865240917,0.28633065426813326,historical_30d
2022-03-31,2.881,-0.005883387796099359,-0.002645832717442493,0.01803620398093215,-0.6667498447955083,0.28631586197507775,historical_30d
2022-04-01,2.923,0.014473030026717506,-0.002429512947928372,0.01820619942549578,-0.6122372628779498,0.28901445599705317,historical_30d
2022-04-06,2.911,-0.004113821365622727,-0.0024178779929525194,0.018204966659210075,-0.6093052542240349,0.2889948864389533,historical_30d
2022-04-07,2.884,-0.009318445340783568,-0.002202533339727605,0.01807924731094176,-0.5550384016113564,0.28699915365591083,historical_30d
2022-04-08,2.909,0.008631160090361824,-0.0021197577326012057,0.018124426340111584,-0.5341789486155039,0.28771634850986294,historical_30d
2022-04-11,2.832,-0.026826203681591217,-0.002395356502778697,0.018443068212232697,-0.6036298387002317,0.29277463141541,historical_30d
2022-04-12,2.876,0.015417264027327033,-0.002023547714849127,0.01869267297702398,-0.50993402414198,0.29673698421757705,historical_30d
2022-04-13,2.866,-0.0034831104528201253,-0.002194144351909841,0.018681484905296177,-0.5529243766812799,0.2965593790849243,historical_30d
2022-04-14,2.911,0.015579335357506089,-0.002150568354065195,0.01872269722472316,-0.5419432252244292,0.2972136043738601,historical_30d
2022-04-15,2.914,0.001030043009526921,-0.0019332308129838883,0.018720438038802897,-0.4871741648719399,0.2971777409091972,historical_30d
2022-04-18,2.871,-0.014866306634086252,-0.002320654475925351,0.018868175805922954,-0.5848049279331884,0.29952300525550707,historical_30d
2022-04-19,2.844,-0.009448889197932507,-0.002287258084399187,0.01885417085783262,-0.5763890372685951,0.2993006835968787,historical_30d
2022-04-20,2.816,-0.00989407364519843,-0.0016060404187421854,0.01816250940863737,-0.40472218552303074,0.2883208984807517,historical_30d
2022-04-21,2.78,-0.012866510593250299,-0.0015806297366636691,0.018145634048192354,-0.3983186936392446,0.2880530104386192,historical_30d
2022-04-22,2.795,0.00538117890451675,-0.0010795264691245234,0.01812261394329591,-0.2720406702193799,0.2876875776023555,historical_30d
