model,n,mean_error,mae,rmse,median_abs_error,mape,smape,mape_price_floor_0_01,bias_ratio,correlation_market_model
historical_3d,77005,-0.04073721935367704,0.05015881400876214,0.09206911886078258,0.018952475918442402,0.6967177822687842,1.1431804631835547,0.5220431916733502,-0.4726797198943054,0.8111453750599441
