call_put,n,mae,rmse,mape,smape,mean_error
C,25946.0,0.02477943014815319,0.042318642403750766,0.5530568660955724,0.7131993235447015,-0.009550327825162462
P,51059.0,0.06305553140721021,0.1089687491055198,0.7697201154721403,1.3616784879993495,-0.056585063761104504
